product_id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,title,image_filename
32121,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Playboy Men White Brief,32121.jpg
38662,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,Nike Men T90 Shoot IV Hg-B Blue Sports Shoes,38662.jpg
56008,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual,Colorbar Velvet Matte Luv Me Lipstick 03M,56008.jpg
17895,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,Levis Men Pack of 3 Innerwear Vest,17895.jpg
43808,Women,Accessories,Jewellery,Earrings,Purple,Summer,2012,Ethnic,Royal Diadem Gold & Purple Earrings,43808.jpg
44212,Women,Footwear,Flip Flops,Flip Flops,Gold,Winter,2012,Casual,iPanema Women Gold Flip Flops,44212.jpg
17710,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011,Casual,Vans Unisex Palisades Vulc Maroon Casual Shoes,17710.jpg
13130,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Provogue Men Brown Casual Shoes,13130.jpg
10710,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Nike Women Trainng short sleeve tshirt Orange Tshirts,10710.jpg
51404,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Myntra Men Blue Shirt,51404.jpg
37059,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Lino Perros Women Black Belt,37059.jpg
17268,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Classic Blue Polo Tshirt,17268.jpg
25419,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Ballista II White Sports Shoes,25419.jpg
21470,Women,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012,Casual,Roxy Women Bamboo Grey Flip Flops,21470.jpg
41875,Men,Footwear,Sandal,Sandals,Brown,Fall,2014,Casual,Estd. 1977 Men Brown Sandals,41875.jpg
4374,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Batman Men's Batman Big Face Black T-shirt,4374.jpg
12809,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Sports,Nike Men Hood Black Jacket,12809.jpg
30293,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Myntra Men Love Off White T-shirt,30293.jpg
22381,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Mark Taylor Men Blue Striped White Shirt,22381.jpg
50329,Women,Apparel,Topwear,Kurtas,Teal,Summer,2012,Ethnic,Aurelia Women Teal Kurta,50329.jpg
16316,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Peter England Men Printed Navy Blue TShirt,16316.jpg
16902,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Status Quo Men Stripes White Tshirt,16902.jpg
9363,Women,Accessories,Socks,Socks,White,Fall,2011,Casual,Puma Women Logo Stud White Socks,9363.jpg
3609,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Converse Men's All Star HI Navy Blue Canvas Shoe,3609.jpg
43124,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,GUESS Women Eau De Parfum 75ml,43124.jpg
31281,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Puma Men Printed Grey T-shirt,31281.jpg
11303,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Sophia Jeans,11303.jpg
43887,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2010,Casual,Puma Women Black Wynne  Shoes,43887.jpg
45664,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,2016,Casual,Park Avenue Men Grey Innerwear T-Shirt,45664.jpg
50552,Men,Apparel,Innerwear,Innerwear Vests,Black,Winter,2016,Casual,Chromozome Men Black Innerwear  T-shirt,50552.jpg
37931,Women,Apparel,Topwear,Tunics,Peach,Summer,2012,Casual,Mineral Women Peach Tunic,37931.jpg
39898,Men,Footwear,Sandal,Sports Sandals,Black,Fall,2012,Casual,ADIDAS Men Black Sandals,39898.jpg
23698,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Ray-Ban Men Predator Sunglasses,23698.jpg
23350,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016,Casual,Crusoe Men Elixir Boxer Assorted Short,23350.jpg
49793,Men,Accessories,Headwear,Caps,Yellow,Summer,2012,Casual,Flying Machine Men Yellow Cap,49793.jpg
14966,Men,Accessories,Wallets,Wallets,Brown,Fall,2011,Formal,Newhide Antique Wallet,14966.jpg
16031,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Highlander Men Check Blue Shirt,16031.jpg
13236,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts,13236.jpg
52518,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015,Casual,Red Rose Red Nightdress,52518.jpg
56390,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,Estee Lauder Women Pleasures Bloom 50 ml Perfume,56390.jpg
2123,Women,Apparel,Topwear,Tops,Blue,Winter,2010,Casual,Lee Women Blue Top,2123.jpg
39187,Women,Footwear,Shoes,Flats,Blue,Winter,2015,Casual,Catwalk Women Blue Shoes,39187.jpg
35928,Women,Accessories,Bags,Clutches,Brown,Winter,2012,Casual,Peperone Women Brown Clutch Clutches,35928.jpg
23327,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Brown Kurta,23327.jpg
58897,Men,Accessories,Ties,Ties,Black,Summer,2017,Casual,Hakashi Men Black Silk Tie,58897.jpg
1997,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2010,Sports,Puma Men's Grey Sports Shorts,1997.jpg
18923,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Levis Women Work Western Red Shirt,18923.jpg
41984,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Around The World White T-shirt,41984.jpg
35127,Women,Accessories,Jewellery,Necklace and Chains,Metallic,Summer,2012,Casual,Allen Solly Woman Metal Necklace,35127.jpg
43814,Women,Accessories,Jewellery,Earrings,White,Summer,2012,Ethnic,Royal Diadem White Earrings,43814.jpg
26676,Women,Footwear,Flip Flops,Flip Flops,Pink,Summer,2012,Casual,Puma Women Stawberry Pink Flip Flops,26676.jpg
31950,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Lunarglide Grey Sports Shoes,31950.jpg
50634,Men,Apparel,Innerwear,Innerwear Vests,Black,Winter,2016,Casual,Chromozome Men Black Innerwear Vest,50634.jpg
51710,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Van Heusen Unisex Sunglasses VH214-C1,51710.jpg
53574,Unisex,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Kids Unisex Blue Dial Watch,53574.jpg
7300,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Free Authority Men's Abstract Mix Red T-shirt,7300.jpg
7767,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011,Sports,Nike Men's As Vapor Wove Black Track Pants,7767.jpg
7599,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women's Iza White Shoe,7599.jpg
19558,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,United Colors Of Benetton Men Black T-shirt,19558.jpg
44662,Unisex,Accessories,Headwear,Headband,White,Summer,2012,Casual,Nike Unisex White Swoosh Headband,44662.jpg
51501,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Women Blue Jeans,51501.jpg
9337,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men Heroes Graphic Yellow Tshirts,9337.jpg
15075,Men,Apparel,Topwear,Shirts,Beige,Fall,2011,Casual,Mother Earth Men Solid Beige Shirts,15075.jpg
56028,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual,Colorbar Soft Touch Spring Fling Lipstick 023,56028.jpg
50894,Women,Apparel,Saree,Sarees,White,Summer,2012,Ethnic,Prafful Women White Crepe Printed Sari,50894.jpg
33947,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,ADIDAS Men Navy Blue & White Polo T-shirt,33947.jpg
19508,Men,Accessories,Belts,Belts,Brown,Fall,2011,Casual,Wrangler Stitch Men Brown Belts,19508.jpg
15993,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Turtle Check Men Blue Checked ReversibleShirt,15993.jpg
15788,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Facit Men String BK Charcoal Briefs,15788.jpg
18986,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Originals Men St Tee Grp Black Tshirt,18986.jpg
13854,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Check Purple Shirts,13854.jpg
58693,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,ALayna Women Rust Kurta,58693.jpg
51144,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Parx Men Black Socks,51144.jpg
11864,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2012,Casual,Playboy Men Casual Blue Slippers,11864.jpg
47154,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012,Casual,Gini and Jony Girls Black Capris,47154.jpg
35709,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Grey Revolution MSL Sports Shoes,35709.jpg
27952,Men,Apparel,Innerwear,Briefs,Green,Summer,2016,Casual,Jockey SP-IW Men Green Briefs SP01,27952.jpg
43698,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Doodle Boys Printed Yellow T-shirt,43698.jpg
22257,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc. 5 Women Casual Black Heels,22257.jpg
21651,Women,Apparel,Innerwear,Bra,White,Fall,2012,Casual,Enamor Women Classique White Bra,21651.jpg
55081,Women,Personal Care,Skin Care,Face Wash and Cleanser,Pink,Spring,2017,Casual,Ponds White Beauty Daily Spot-less Lightening Facial Foam,55081.jpg
22919,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Casual Watch,22919.jpg
51684,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Louis Philippe Men Sunglasses LP207-C2,51684.jpg
16062,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Casual,Highlander Men Solid Navy Blue Trouser,16062.jpg
1844,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Mens D day T-shirt,1844.jpg
7409,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011,Ethnic,W Women Round Neck Short Sleeve Pink Kurta,7409.jpg
8359,Girls,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Doodle Girl's Princess Cute Little Pink Kidswear,8359.jpg
57931,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012,Casual,French Connection Men Grey Melange T-shirt,57931.jpg
22019,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Vishudh Women Printed Brown Kurta,22019.jpg
50240,Women,Accessories,Bags,Handbags,White,Summer,2012,Casual,Stoln White & Green Printed Tote Bag,50240.jpg
17784,Men,Accessories,Ties,Ties,Brown,Fall,2011,Formal,Reid & Taylor Men Printed Brown Tie,17784.jpg
29742,Women,Accessories,Bags,Handbags,Teal,Summer,2012,Casual,Kiara Women Teal Handbag,29742.jpg
9472,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,John Miller Men Blue stripes Blue Shirts,9472.jpg
11739,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Lee Men Stripes Red T-shirt,11739.jpg
7613,Men,Accessories,Wallets,Wallets,Brown,Summer,2011,Casual,Wrangler Men Canvas Dark Brown Leather Wallet,7613.jpg
5050,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Fila Men's Passion Black red Canvas Shoe,5050.jpg
54053,Women,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Myntra Women White Leggings,54053.jpg
48120,Women,Accessories,Belts,Belts,Multi,Summer,2010,Casual,Fossil Women Multi Coloured Stitched Link Belt,48120.jpg
27466,Women,Apparel,Innerwear,Briefs,Black,Winter,2017,Casual,Jockey Women Black Bikini Brief 1803-0105,27466.jpg
15627,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Nike Men AS Squad FT PO Hoody Graph Grey Sweatshirts,15627.jpg
19122,Men,Footwear,Flip Flops,Flip Flops,White,Fall,2011,Casual,Lotto Men XL Water Man White Slippers,19122.jpg
45168,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016,Casual,Casio Enticer Men Silver Analogue Watch MTP-1314D-2AVDF(A551),45168.jpg
59730,Women,Apparel,Innerwear,Shapewear,White,Summer,2014,Casual,Avirate White Wired Corset Shapewear,59730.jpg
33270,Girls,Apparel,Bottomwear,Skirts,White,Summer,2012,Casual,Gini & Jony Girls White Skirt,33270.jpg
27359,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Tantra Men After The Fight Black T-shirt,27359.jpg
11095,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Scullers Women Knit Black Sweaters,11095.jpg
20490,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Baggit Women Knotty Taj Brown Handbag,20490.jpg
26659,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men White Basics Shoes,26659.jpg
51983,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Summer,2017,Casual,Inaya Women Grape Babydoll Nightdress,51983.jpg
36475,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aurelia Women Dobby Purple Kurta,36475.jpg
4763,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,ADIDAS Men's Gym Polo Blue Black T-Shirt,4763.jpg
15230,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,ADIDAS Originals Men Superstar 11 White Casual Shoes,15230.jpg
42143,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Men Black Roshe One NSW Casual Shoes,42143.jpg
56702,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Blue Kurta,56702.jpg
24220,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports,Nike Unisex Blue Tennis Cap,24220.jpg
27778,Men,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Bulchee Men Brown Wallet,27778.jpg
10246,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Zoe Brown Handbags,10246.jpg
53423,Women,Apparel,Topwear,Kurtas,Off White,Fall,2012,Ethnic,Alma Women Printed Off White Kurta,53423.jpg
7803,Men,Apparel,Topwear,Tshirts,Teal,Fall,2011,Casual,Proline Men Teal Green Polo T-shirt,7803.jpg
51392,Men,Apparel,Innerwear,Boxers,White,Summer,2012,Casual,Myntra White Printed Boxers,51392.jpg
51556,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Dial Watch,51556.jpg
39332,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini & Jony Boys White T-shirt,39332.jpg
50973,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017,Casual,Enamor Claret Coloured Lift Bra,50973.jpg
24214,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Black T-shirt,24214.jpg
22962,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012,Casual,Fila Men Black Cage Flip Flops,22962.jpg
32422,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,ADIDAS Men One Love Black T-shirt,32422.jpg
23172,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Mark Taylor Men Grey Printed T-shirt,23172.jpg
51781,Women,Apparel,Innerwear,Bra,Grey,Summer,2016,Casual,Bwitch Grey Lace  Bra,51781.jpg
15660,Unisex,Accessories,Bags,Handbags,Black,Fall,2011,Casual,Belkin Unisex Dash Laptop 16,15660.jpg
12057,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,W Women Printed Brown Kurtas,12057.jpg
29841,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Basics Men Navy Shirt,29841.jpg
54186,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016,Casual,Jockey ELANCE Men Olive Briefs 1006,54186.jpg
37413,Women,Accessories,Bags,Handbags,Maroon,Summer,2012,Casual,Murcia Women Basket Thatch Maroon Handbag,37413.jpg
29975,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Casual,Aspen Women Black Dial Watch,29975.jpg
12203,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Basics Men White Striped T-shirt,12203.jpg
20968,Women,Accessories,Bags,Handbags,Red,Winter,2016,Casual,Fastrack Women Polyester Red Sling Bag,20968.jpg
27326,Men,Personal Care,Fragrance,Deodorant,Orange,Spring,2017,Casual,Jovan Men Musk Deo,27326.jpg
44684,Women,Apparel,Topwear,Tops,Multi,Summer,2012,Casual,Wills Lifestyle Women Multi Coloured Top,44684.jpg
47034,Women,Apparel,Topwear,Kurtas,Black,Fall,2012,Ethnic,Shree Women Black & White Printed Kurta,47034.jpg
3739,Men,Accessories,Headwear,Caps,Blue,Fall,2010,Sports,ADIDAS Men Delhi Daredevil Blue Cap,3739.jpg
30292,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Myntra Men Street Legend Off White T-shirt,30292.jpg
25968,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Femella Women White T-shirt,25968.jpg
39387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Peter England Men Blue Jeans,39387.jpg
